Name,Age,Overall,Club,Value(£),Age_Group,Overall_Group,Log_Value,Age_Rating
22 C. Celesia,-1.1051917671385443,-0.6681887674002172,Torino F.C.,-0.2888372507391966,15-20,51-60,-0.16128908032288844,-0.9991285978765921
22 L. Rodríguez,-0.24306505625614253,-1.0415069246430224,Cerro Largo Fútbol Club,-0.3143440267169533,21-25,51-60,-0.4115731906579046,-0.6254172320972743
21 E. Ibrisimovic,-0.458596733976743,-1.2903856961382258,FC Vaduz,-0.3226337289097242,21-25,51-60,-0.535062698500844,-0.8437907410165143
20 A. Gouletquer,-0.889660089417944,-1.0415069246430224,Le Mans FC,-0.3328364393008269,15-20,51-60,-0.7546775676470612,-0.996877324588765
Unai Simón,0.40352997690565884,2.4427958762898268,Athletic Club de Bilbao,4.369337712198625,26-30,81-90,1.8332074624867172,1.3219341618732676
22 D. Mondonico,0.1879982991850584,-0.4193099959050136,Crotone,-0.3079673327225141,21-25,61-70,-0.33507252002195426,-0.1076243758970146
J. Carluccio,-0.458596733976743,-1.165946310390624,Western Sydney Wanderers,-0.3277350841052756,21-25,51-60,-0.6318292985514127,-0.7965140019721427
K. Stokes,-0.889660089417944,-1.0415069246430224,Melbourne City FC,-0.3143440267169533,15-20,51-60,-0.4115731906579046,-0.996877324588765
22 A. Wallenborg,-0.889660089417944,-1.4148250818858277,Djurgårdens IF,-0.3264597453063877,15-20,51-60,-0.6056542628238447,-1.1251999019949164
21 K. Hoshi,-0.027533378535542063,-0.4193099959050136,Yokohama FC,-0.2920255977364162,21-25,61-70,-0.18604862810024175,-0.24270077316664757
09 Chiquinho,2.343315076391063,0.07844754708539343,SK Austria Klagenfurt,-0.3494158436863688,31-35,61-70,-6.1470699070995485,1.5493127639438165
M. Al Khadrawi,-0.458596733976743,-1.663703853381031,Al Fateh,-0.3366624556974904,21-25,51-60,-0.8748238837290031,-0.9856209581496289
21 S. Sulejmani,0.40352997690565884,-1.0415069246430224,FC Zürich,-0.3251844065074999,26-30,51-60,-0.5808947953864223,-0.25395713960578364
20 C. Gormley,-1.1051917671385443,-1.788143239128633,Derry City,-0.34176381089304175,15-20,40-50,-1.1087488652338395,-1.363834870504601
M. Pigliacelli,1.2656566877880606,1.0739626330662075,Palermo,-0.145361635864315,26-30,71-80,0.3948540783135041,1.3512007146150213
21 M. Rennie,0.6190616546262593,-1.4148250818858277,St. Patrick's Athletic,-0.33538711689860257,26-30,51-60,-0.831177854001312,-0.3057364252258096
É. Logbo,-1.1051917671385443,-1.2903856961382258,Le Havre AC,-0.31753237371417287,15-20,51-60,-0.45521947016829883,-1.2017431937810417
M. Bennett,-1.3207234448591447,-1.5392644676334295,Forest Green Rovers,-0.3315611005019391,15-20,51-60,-0.7207407349547372,-1.3976039698220095
J. Ferizaj,-1.3207234448591447,-1.788143239128633,Shamrock Rovers,-0.33538711689860257,15-20,40-50,-0.831177854001312,-1.4741472616081348
21 A. Verdún,-0.24306505625614253,-1.5392644676334295,Club Nacional,-0.3328364393008269,21-25,51-60,-0.7546775676470612,-0.8235292814260693
20 R. Hinojosa,-0.889660089417944,-1.165946310390624,Club Unión Magdalena S.A,-0.3328364393008269,15-20,51-60,-0.7546775676470612,-1.039651517057482
22 J. Clark,-0.889660089417944,-1.4148250818858277,Wycombe Wanderers,-0.32390906770861205,15-20,51-60,-0.5574056096128817,-1.1251999019949164
22 Lan Jingxuan,-0.458596733976743,-1.663703853381031,Tianjin Jinmen Tiger FC,-0.3366624556974904,21-25,51-60,-0.8748238837290031,-0.9856209581496289
H. O'Brien,-0.458596733976743,-1.663703853381031,UCD AFC,-0.34048847209415395,21-25,51-60,-1.038158027786432,-0.9856209581496289
21 M. Lennon,-1.3207234448591447,-1.5392644676334295,Port Vale,-0.3264597453063877,15-20,51-60,-0.6056542628238447,-1.3976039698220095
J. Guasone,-0.458596733976743,0.07844754708539343,Patronato,-0.17086841184207172,21-25,61-70,0.3337046099464709,-0.3237466115284273
22 J. Assi,-1.5362551225797452,-1.5392644676334295,Club de Foot Montréal,-0.33028576170305124,15-20,51-60,-0.6891462834032352,-1.5124189075011973
21 A. Villalba,-0.458596733976743,-0.4193099959050136,Club Guaraní,-0.2824605567447574,21-25,61-70,-0.11545684571163768,-0.5128535677059135
22 L. Lis,-1.5362551225797452,-1.2903856961382258,FC Academica Clinceni,-0.32008305131194853,15-20,51-60,-0.49340317437419573,-1.4403781622907266
21 S. Olszewski,-1.1051917671385443,-1.165946310390624,Warta Poznań,-0.31753237371417287,15-20,51-60,-0.45521947016829883,-1.1612202746001516
21 W. Preuss,-1.1051917671385443,-1.2903856961382258,Piast Gliwice,-0.31753237371417287,15-20,51-60,-0.45521947016829883,-1.2017431937810417
21 J. Quintana,-0.6741284116973434,-1.4148250818858277,Club Atlético River Plate,-0.3264597453063877,21-25,51-60,-0.6056542628238447,-1.008133691027901
22 K. Kundaikar,-0.24306505625614253,-1.788143239128633,FC Goa,-0.3366624556974904,21-25,40-50,-0.8748238837290031,-0.9225853060904669
20 J. Scott,0.1879982991850584,-1.788143239128633,Club Unión Magdalena S.A,-0.34495215789026135,21-25,40-50,-1.3555720497155979,-0.7019605238833997
T. Vaclík,2.1277833986704624,2.0694777190470215,Manchester United,-0.3494158436863688,31-35,81-90,-6.1470699070995485,2.5939035694956445
R. Baniya,-0.027533378535542063,-0.7926281531478189,Fatih Karagümrük S.K.,-0.3047789857252945,21-25,51-60,-0.30113553636161294,-0.39803863002672546
P. Shrivas,0.40352997690565884,-1.4148250818858277,Bengaluru FC,-0.3366624556974904,26-30,51-60,-0.8748238837290031,-0.4228026361928248
20 O. Montaño,-0.458596733976743,-1.0415069246430224,Atlético Huila,-0.33411177809971476,21-25,51-60,-0.791332117557433,-0.7492372629277712
J. Taylor,-0.889660089417944,-1.165946310390624,Peterborough United,-0.3143440267169533,15-20,51-60,-0.4115731906579046,-1.039651517057482
L. Bayere Junior,-0.458596733976743,-1.0415069246430224,Hammarby IF,-0.3079673327225141,21-25,51-60,-0.33507252002195426,-0.7492372629277712
Kepa,0.8345933323468597,2.0694777190470215,Chelsea,2.2650286940336954,26-30,81-90,1.5627964621307886,1.513292391338581
21 R. Wilson,-1.1051917671385443,-1.4148250818858277,Plymouth Argyle,-0.32390906770861205,15-20,51-60,-0.5574056096128817,-1.2422661129619315
22 M. Conway,-1.3207234448591447,-1.4148250818858277,Bolton Wanderers,-0.3277350841052756,15-20,51-60,-0.6318292985514127,-1.3593323239289468
21 Eo Jeong Won,-0.6741284116973434,-1.4148250818858277,Busan IPark,-0.3264597453063877,21-25,51-60,-0.6056542628238447,-1.008133691027901
21 K. Mulvey,-1.1051917671385443,-1.5392644676334295,Rochdale,-0.3315611005019391,15-20,51-60,-0.7207407349547372,-1.2827890321428215
E. Jones,-0.6741284116973434,-1.0415069246430224,Stoke City,-0.3111556797197337,21-25,51-60,-0.37172724606153235,-0.873057293758268
22 C. Dundas,3.6365051427146655,-0.9170675388954206,Sutton United,-0.3494158436863688,41-50,51-60,-6.1470699070995485,1.6933942543647582
22 J. Segura Bonilla,-0.24306505625614253,-1.165946310390624,Degerfors IF,-0.3188077125130607,21-25,51-60,-0.4739134618289976,-0.674945244429473
21 O. Çötür,-1.1051917671385443,-1.0415069246430224,Yukatel Kayserispor,-0.3143440267169533,15-20,51-60,-0.4115731906579046,-1.1206973554192619
F. Smand,-0.889660089417944,-0.4193099959050136,SC Cambuur,-0.285648903741977,15-20,61-70,-0.1377998222433822,-0.7830063622451794
M. Townsend-West,-0.889660089417944,-1.4148250818858277,Stevenage,-0.3264597453063877,15-20,51-60,-0.6056542628238447,-1.1251999019949164
18 K. Waddell,-0.889660089417944,-0.6681887674002172,Dundee FC,-0.31753237371417287,15-20,51-60,-0.45521947016829883,-0.8685547471826136
21 F. Saglam,-1.1051917671385443,-1.4148250818858277,FC Vaduz,-0.3251844065074999,15-20,51-60,-0.5808947953864223,-1.2422661129619315
21 A. Timmerman,-0.6741284116973434,-0.7926281531478189,FC Emmen,-0.3079673327225141,21-25,51-60,-0.33507252002195426,-0.7830063622451794
21 R. Menacho,-0.458596733976743,-0.7926281531478189,Sport Huancayo,-0.3047789857252945,21-25,51-60,-0.30113553636161294,-0.6546837848390281
22 J. Fjeldberg,-0.24306505625614253,-1.4148250818858277,FC Cincinnati,-0.3264597453063877,21-25,51-60,-0.6056542628238447,-0.7740012690938706
22 L. Ayina,-1.1051917671385443,-1.0415069246430224,Huddersfield Town,-0.3111556797197337,15-20,51-60,-0.37172724606153235,-1.1206973554192619
D. Lyngdoh,-1.1051917671385443,-1.788143239128633,Bengaluru FC,-0.33538711689860257,15-20,40-50,-0.831177854001312,-1.363834870504601
Zhang Jiansheng,-0.24306505625614253,-1.5392644676334295,Dalian Professional Football Club,-0.33411177809971476,21-25,51-60,-0.791332117557433,-0.8235292814260693
A. Florescu,-0.6741284116973434,-1.4148250818858277,Campionii FC Arges,-0.3264597453063877,21-25,51-60,-0.6056542628238447,-1.008133691027901
M. De Jesus Sousa,-0.458596733976743,-1.165946310390624,FC Lugano,-0.3188077125130607,21-25,51-60,-0.4739134618289976,-0.7965140019721427
21 L. Miguel,-0.889660089417944,-0.9170675388954206,FC Groningen,-0.3079673327225141,15-20,51-60,-0.33507252002195426,-0.9541031321200478
21 A. Quirós,-1.1051917671385443,-0.6681887674002172,Club Atlético Banfield,-0.2920255977364162,15-20,51-60,-0.18604862810024175,-0.9991285978765921
22 S. Lille-Løvø,-0.458596733976743,-1.663703853381031,Kristiansund BK,-0.33411177809971476,21-25,51-60,-0.791332117557433,-0.9856209581496289
Jeon Sung Soo,-0.458596733976743,-1.0415069246430224,Seongnam FC,-0.3143440267169533,21-25,51-60,-0.4115731906579046,-0.7492372629277712
21 R. Duarte,-1.1051917671385443,-1.0415069246430224,Club Sol de América,-0.3079673327225141,15-20,51-60,-0.33507252002195426,-1.1206973554192619
22 P. Komposch,-0.6741284116973434,-0.7926281531478189,SK Sturm Graz,-0.3015906387280749,21-25,51-60,-0.2695409539710692,-0.7830063622451794
21 Iván López,-0.458596733976743,-0.5437493816526153,CD Leganés,-0.2888372507391966,21-25,51-60,-0.16128908032288844,-0.5601303067502851
22 T. Turner,-1.3207234448591447,-1.5392644676334295,Oldham Athletic,-0.3315611005019391,15-20,51-60,-0.7207407349547372,-1.3976039698220095
L. Meyer,-1.1051917671385443,-1.2903856961382258,FC Luzern,-0.3111556797197337,15-20,51-60,-0.37172724606153235,-1.2017431937810417
G. Aceto,-0.889660089417944,-0.7926281531478189,Cosenza,-0.3015906387280749,15-20,51-60,-0.2695409539710692,-0.9113289396513308
21 J. Wynne,-1.1051917671385443,-1.5392644676334295,Dundalk FC,-0.3315611005019391,15-20,51-60,-0.7207407349547372,-1.2827890321428215
21 B. Webb,-0.889660089417944,-1.2903856961382258,Newport County,-0.32008305131194853,15-20,51-60,-0.49340317437419573,-1.082425709526199
M. Hippe,0.1879982991850584,-0.17043122440981007,1. FC Kaiserslautern,-0.2760838627503182,21-25,61-70,-0.07379720781153572,0.00043674191869177384
E. Bartlow,-0.24306505625614253,-0.7926281531478189,Houston Dynamo,-0.3047789857252945,21-25,51-60,-0.30113553636161294,-0.5263612074328768
J. Gbode,-1.3207234448591447,-1.2903856961382258,Gillingham,-0.3213583901108364,15-20,51-60,-0.5137593717331375,-1.321060678035884
M. Chothe,-0.24306505625614253,-1.2903856961382258,FC Goa,-0.3226337289097242,21-25,51-60,-0.535062698500844,-0.7244732567616718
20 C. Gandara,-0.6741284116973434,-0.6681887674002172,Fútbol Club Juárez,-0.32008305131194853,21-25,51-60,-0.49340317437419573,-0.7379808964886351
22 A. Nastos,1.912251720949862,-0.6681887674002172,Rapid București,-0.3328364393008269,31-35,51-60,-0.7546775676470612,0.8289053118391073
21 H. Watanabe,1.912251720949862,-0.04599183866220832,Vissel Kobe,-0.3111556797197337,31-35,61-70,-0.37172724606153235,1.189109037891462
M. Singh,-0.458596733976743,-1.5392644676334295,NorthEast United FC,-0.3328364393008269,21-25,51-60,-0.7546775676470612,-0.9383442191052573
Y. Güreler,1.481188365508661,-1.165946310390624,MKE Ankaragücü,-0.33793779449637823,31-35,51-60,-0.9230722825322871,0.2976048159118843
21 P. Rothrock,-0.458596733976743,-1.2903856961382258,Toronto FC,-0.3226337289097242,21-25,51-60,-0.535062698500844,-0.8437907410165143
Jang Jae Woong,-0.458596733976743,-1.5392644676334295,Suwon FC,-0.3328364393008269,21-25,51-60,-0.7546775676470612,-0.9383442191052573
22 Nihat Nihmat,-1.1051917671385443,-2.0370220106238364,Wuhan FC,-0.33538711689860257,15-20,40-50,-0.831177854001312,-1.4448807088663809
22 P. Pinto,-0.458596733976743,-0.6681887674002172,Fiorentina,-0.29521394473363577,21-25,51-60,-0.21222375361945808,-0.6074070457946565
A. Pătlăgică,-0.889660089417944,-1.2903856961382258,AFC UTA Arad,-0.3226337289097242,15-20,51-60,-0.535062698500844,-1.082425709526199
21 C. Painter,-1.1051917671385443,-1.788143239128633,Grimsby Town,-0.33538711689860257,15-20,40-50,-0.831177854001312,-1.363834870504601
Park Yong Hui,-0.6741284116973434,-1.5392644676334295,Daegu FC,-0.33411177809971476,21-25,51-60,-0.791332117557433,-1.0531591567844454
21 A. García,-0.6741284116973434,-1.663703853381031,Mazatlán Futbol Club,-0.33538711689860257,21-25,51-60,-0.831177854001312,-1.0981846225409897
22 G. Pereira,-1.1051917671385443,-1.0415069246430224,Centro Atlético Fénix,-0.31753237371417287,15-20,51-60,-0.45521947016829883,-1.1206973554192619
20 Kim Yeong Han,-0.458596733976743,-1.663703853381031,Gyeongnam FC,-0.3436768190913735,21-25,51-60,-1.2404877581872578,-0.9856209581496289
P. Gulácsi,1.912251720949862,2.6916746477850304,RB Leipzig,3.030231973366397,31-35,81-90,1.6803590192699034,2.774005432521822
J. Lutostański,-1.3207234448591447,-1.2903856961382258,Śląsk Wrocław,-0.31753237371417287,15-20,51-60,-0.45521947016829883,-1.321060678035884
S. Kalaj,-0.24306505625614253,-0.4193099959050136,Frosinone,-0.2824605567447574,21-25,61-70,-0.11545684571163768,-0.3777771704362805
21 J. Aquino,-1.1051917671385443,-1.2903856961382258,Club Sportivo Luqueño,-0.3213583901108364,15-20,51-60,-0.5137593717331375,-1.2017431937810417
Y. Salech,-0.6741284116973434,-1.0415069246430224,Brøndby IF,-0.3111556797197337,21-25,51-60,-0.37172724606153235,-0.873057293758268
21 J. Modig,0.40352997690565884,-0.5437493816526153,Varbergs BoIS FC,-0.3111556797197337,26-30,51-60,-0.37172724606153235,-0.028829810823062036
S. Mignolet,2.343315076391063,2.0694777190470215,Club Brugge KV,0.10970612391325221,31-35,81-90,0.7662121728728419,2.774005432521822
21 P. Malumandsoko,-0.6741284116973434,-0.7926281531478189,Stade Malherbe Caen,-0.3079673327225141,21-25,51-60,-0.33507252002195426,-0.7830063622451794
22 S. Cissé,-0.24306505625614253,-0.6681887674002172,US Quevilly Rouen Métropole,-0.3111556797197337,21-25,51-60,-0.37172724606153235,-0.476833195100678
22 N. Nanni,-0.6741284116973434,-1.2903856961382258,Crotone,-0.32008305131194853,21-25,51-60,-0.49340317437419573,-0.9631082252713568
21 A. Taranis,-1.1051917671385443,-1.5392644676334295,SønderjyskE,-0.33028576170305124,15-20,51-60,-0.6891462834032352,-1.2827890321428215
B. Halsey,-0.027533378535542063,-1.2903856961382258,Real Salt Lake,-0.32390906770861205,21-25,51-60,-0.5574056096128817,-0.6051557725068294
15 T. Hildebrand,2.5588467541116633,1.1984020188138091,Eintracht Frankfurt,-0.15811502385319337,36-40,71-80,0.3652992577569411,2.4025453400303314
22 S. Swinkels,-1.3207234448591447,-0.9170675388954206,Aston Villa,-0.3079673327225141,15-20,51-60,-0.33507252002195426,-1.206245740356696
21 D. Bashlay,1.481188365508661,-0.5437493816526153,Podbeskidzie Bielsko-Biała,-0.3264597453063877,31-35,51-60,-0.6056542628238447,0.6352958090859667
22 J. Roddy,-1.1051917671385443,-1.4148250818858277,Charlton Athletic,-0.3251844065074999,15-20,51-60,-0.5808947953864223,-1.2422661129619315
A. Freeman,-1.3207234448591447,-1.663703853381031,Orlando City Soccer Club,-0.33538711689860257,15-20,51-60,-0.831177854001312,-1.435875615715072
21 B. Williamson,-1.3207234448591447,-1.4148250818858277,Ross County FC,-0.3251844065074999,15-20,51-60,-0.5808947953864223,-1.3593323239289468
22 H. Beadle,-1.1051917671385443,-1.165946310390624,Colchester United,-0.3226337289097242,15-20,51-60,-0.535062698500844,-1.1612202746001516
Wen Da,-0.24306505625614253,-1.663703853381031,Wuhan FC,-0.33538711689860257,21-25,51-60,-0.831177854001312,-0.873057293758268
20 S. Piazza,-0.6741284116973434,-1.2903856961382258,FC Lugano,-0.3328364393008269,21-25,51-60,-0.7546775676470612,-0.9631082252713568
A. Rossi,0.6190616546262593,1.9450383332994197,Boca Juniors,2.07372787420052,26-30,71-80,1.5279993960989908,1.274657422828896
J. Ciućka,-0.889660089417944,-1.2903856961382258,Górnik Zabrze,-0.3188077125130607,15-20,51-60,-0.4739134618289976,-1.082425709526199
22 A. Demouchy,-0.889660089417944,-0.9170675388954206,US Quevilly Rouen Métropole,-0.3111556797197337,15-20,51-60,-0.37172724606153235,-0.9541031321200478
T. Al Mutairi,-0.458596733976743,-1.4148250818858277,Al Batin,-0.3264597453063877,21-25,51-60,-0.6056542628238447,-0.8910674800608858
22 S. Matsumura,-1.3207234448591447,-1.0415069246430224,Shonan Bellmare,-0.3143440267169533,15-20,51-60,-0.4115731906579046,-1.2445173862497587
22 K. Singh,-0.027533378535542063,-1.4148250818858277,Odisha FC,-0.33538711689860257,21-25,51-60,-0.831177854001312,-0.6569350581268554
B. Cybulski,-0.889660089417944,-1.165946310390624,Derby County,-0.31753237371417287,15-20,51-60,-0.45521947016829883,-1.039651517057482
22 J. Greene,-1.1051917671385443,-1.4148250818858277,D.C. United,-0.3251844065074999,15-20,51-60,-0.5808947953864223,-1.2422661129619315
21 G. Stanger,-0.889660089417944,-1.165946310390624,Hamilton Academical FC,-0.3188077125130607,15-20,51-60,-0.4739134618289976,-1.039651517057482
21 M. Thiel,-1.1051917671385443,-0.6681887674002172,SV Zulte Waregem,-0.2920255977364162,15-20,51-60,-0.18604862810024175,-0.9991285978765921
T. Campbell,-1.1051917671385443,-1.4148250818858277,Charlton Athletic,-0.3264597453063877,15-20,51-60,-0.6056542628238447,-1.2422661129619315
D. Durivaux,-0.458596733976743,-1.2903856961382258,Chamois Niortais Football Club,-0.3264597453063877,21-25,51-60,-0.6056542628238447,-0.8437907410165143
22 Yoon Min Ho,-0.458596733976743,-1.788143239128633,Pohang Steelers,-0.33538711689860257,21-25,40-50,-0.831177854001312,-1.0328976971940005
C. Maxim,-0.889660089417944,-1.4148250818858277,AFC UTA Arad,-0.32390906770861205,15-20,51-60,-0.5574056096128817,-1.1251999019949164
22 G. Bora,-0.24306505625614253,-1.165946310390624,Odisha FC,-0.32008305131194853,21-25,51-60,-0.49340317437419573,-0.674945244429473
K. Rad,-0.458596733976743,-0.9170675388954206,Sporting Kansas City,-0.3079673327225141,21-25,51-60,-0.33507252002195426,-0.7019605238833997
22 B. Holmes,-1.1051917671385443,-1.165946310390624,Blackpool,-0.31753237371417287,15-20,51-60,-0.45521947016829883,-1.1612202746001516
L. Willen,-0.889660089417944,-0.7926281531478189,SV Zulte Waregem,-0.2984022917308553,15-20,51-60,-0.23998619065695634,-0.9113289396513308
K. Craig,-0.889660089417944,-1.5392644676334295,Shrewsbury Town,-0.3328364393008269,15-20,51-60,-0.7546775676470612,-1.1679740944636334
20 N. Wetz,-1.1051917671385443,-1.5392644676334295,FC Thun,-0.34048847209415395,15-20,51-60,-1.038158027786432,-1.2827890321428215
21 M. McFarlane,-1.3207234448591447,-1.4148250818858277,St. Johnstone FC,-0.32390906770861205,15-20,51-60,-0.5574056096128817,-1.3593323239289468
20 F. Macnab,-1.1051917671385443,-1.788143239128633,AFC Wimbledon,-0.34176381089304175,15-20,40-50,-1.1087488652338395,-1.363834870504601
